state,month,WSF5,PRCP
AB,1,,0.01352553435483871
AB,2,,0.029921276
AB,3,,0.027051068709677422
AB,4,,0.0895669775
AB,5,,0.0697231770967742
AB,6,,0.0643701135
AB,7,,0.09213873403225806
AB,8,,0.04559311580645161
AB,9,,0.07911515333333334
AK,1,23.027683111870196,0.10408683959762231
AK,2,22.294975888784165,0.08871170970262097
AK,3,22.76466881972789,0.04343768779645616
AK,4,21.770002205443372,0.03601834632373761
AK,5,24.00696942687075,0.08161966688442211
AK,6,22.288288830553117,0.0679548402174941
AK,7,19.967592762553192,0.0881524506830601
AK,8,21.45116759590793,0.18984237017375402
AK,9,23.076494656346746,0.18683582437262358
AL,1,23.32215284665227,0.30877161397379915
AL,2,21.835524105011935,0.12450325433333334
AL,3,23.96054514782609,0.10969324413793104
AL,4,23.411316942222225,0.148024545625
AL,5,22.74640152586207,0.22140590288793105
AL,6,21.37565329119639,0.30769314984374996
AL,7,20.729786060737528,0.1718278550976139
AL,8,18.798973784482758,0.23852001747844828
AL,9,20.07017657254902,0.11913734608695652
AR,1,24.038537010351966,0.08820493111111112
AR,2,24.292151609090908,0.0884948453125
AR,3,26.36557618069815,0.13088371022222223
AR,4,26.858510229787235,0.2816774162970711
AR,5,25.157933279503105,0.1947946822782258
AR,6,22.492968956331875,0.15127140714583334
AR,7,19.35554427956989,0.11294097386178863
AR,8,19.08525116877637,0.17722123759109312
AR,9,18.2983439609375,0.036373919595588236
AZ,1,23.071068730612247,0.12510020236972705
AZ,2,23.848911106094807,0.07527368432692308
AZ,3,26.192618199170123,0.027451474695652175
AZ,4,28.352748470833333,0.00819200926923077
AZ,5,29.416662991935482,0.013434740956521739
AZ,6,28.269564222689077,0.004103575807692308
AZ,7,30.46124800808081,0.13159113150497515
AZ,8,26.062856737270877,0.05429752253101737
AZ,9,26.71005048529412,0.03344304774617068
BC,1,,0.08822289075268817
BC,2,,0.130202545
BC,3,,0.1499027140860215
BC,4,,0.1076772235
BC,5,,0.09294306940860216
BC,6,,0.0568897945
BC,7,,0.024574562419354837
BC,8,,0.02216707804347826
BC,9,,0.067772815
CA,1,21.962067399449033,0.37146825730912475
CA,2,23.3355750056266,0.314613217873583
CA,3,21.881302981617647,0.09121920285049627
CA,4,24.85468901513718,0.10305880792307692
CA,5,23.66846603806871,0.02093140325884544
CA,6,22.90747173839241,0.008359197098844673
CA,7,21.43231545580247,0.001746658581185967
CA,8,21.08080885434995,0.013285570171232879
CA,9,21.760688445040216,0.03890025970165157
CO,1,23.071063821812597,0.16621409697741127
CO,2,27.64758590102389,0.08285843744444445
CO,3,30.670856412307693,0.06145263386738352
CO,4,31.526296136507938,0.09507922926982952
CO,5,32.29990168970814,0.10449022096057348
CO,6,31.323906326984126,0.013712460014814814
CO,7,30.645045566153847,0.09483703536226686
CO,8,29.261584212307692,0.05895778308602151
CO,9,27.54694487955182,0.04263028745762712
CT,1,23.568147282258067,0.09450411504032259
CT,2,25.973694765765767,0.053958128125
CT,3,29.618709185483873,0.1070034506504065
CT,4,24.791819608333334,0.1308767550209205
CT,5,23.94968987096774,0.15736927471774192
CT,6,23.279088933333334,0.08893010823529413
CT,7,20.13517693117409,0.11543184237704918
CT,8,19.61471662903226,0.07715269596774194
CT,9,19.65053101470588,0.10447766835820896
DE,1,24.26529832786885,0.09372623806451613
DE,2,27.14982362962963,0.0440101475
DE,3,30.74710109677419,0.15093988338709677
DE,4,25.932235345454547,0.08005253666666666
DE,5,25.288245903225807,0.1766574487096774
DE,6,24.624981166666664,0.09665359550000001
DE,7,21.810164999999998,0.2477776293548387
DE,8,20.991156322580647,0.18770647677419355
DE,9,19.59296270588235,0.0788559944117647
FL,1,23.80964231365936,0.09758370188069594
FL,2,22.422650292543022,0.06273978756410256
FL,3,24.55652657381151,0.038821205659751036
FL,4,25.073448646499568,0.07240060441025642
FL,5,25.137519102693602,0.11872504906976743
FL,6,24.3237894493007,0.39585152429794523
FL,7,23.983516857868022,0.24759418444444445
FL,8,22.839270758445945,0.2704901862168874
FL,9,26.1192547492163,0.42927297225460126
GA,1,22.581866115830117,0.2509720180789946
GA,2,21.729730348936172,0.07018657708333334
GA,3,24.293427005780348,0.07666586139784946
GA,4,22.36763862992126,0.13615918999999999
GA,5,22.85811812952381,0.18374124448028675
GA,6,20.509393196850393,0.19698902442592595
GA,7,22.150819005714286,0.1395239655017921
GA,8,19.317238653919695,0.15900440387096776
GA,9,22.27006734965035,0.26592713
GU,1,26.55464258064516,0.20078751
